Gene WB ID	Gene Public Name	RNAi Phen. Obs. IDs (merged)	RNAi Phen. Obs. Info (merged)	Sequence Name (CDS)	Sequence Name (Gene)
WBGene00000067	act-5	WBPhenotype:0000032 | WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000748 | WBPhenotype:0000961 | WBPhenotype:0001405 | WBPhenotype:0001425	Observed: [WBPhenotype:0000032] SCK sick: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=4,primary=4,specific=2,observed=4 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=0,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=3,primary=1,specific=0,observed=3 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=6,primary=1,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=4,primary=1,specific=0,observed=4 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=16,primary=4,specific=1,observed=16 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=10,primary=2,specific=0,observed=10 | Observed: [WBPhenotype:0000748] EMB asymmetric cell division defective early emb: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=4,primary=1,specific=0,observed=4 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=0,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=4,primary=1,specific=0,observed=4	T25C8.2	T25C8.2
WBGene00000068	acy-1	WBPhenotype:0000017 | WBPhenotype:0001278	Observed: [WBPhenotype:0000017] RIC aldicarb resistant: experiments=9,primary=9,specific=9,observed=1 | Observed: [WBPhenotype:0001278] transgene expression reduced: experiments=1,primary=1,specific=1,observed=1	F17C8.1	F17C8.1
WBGene00000069	acy-2	WBPhenotype:0000022 | WBPhenotype:0000164 | WBPhenotype:0000643 | WBPhenotype:0001261	Observed: [WBPhenotype:0000022] LON long: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000164] thin: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0001261] pale: experiments=1,primary=1,specific=1,observed=1	C10F3.3	C10F3.3
WBGene00000070	acy-3	WBPhenotype:0000031 | WBPhenotype:0001183 | WBPhenotype:0001405	Not Observed: [WBPhenotype:0000031] GRO slow growth: experiments=4,primary=4,specific=4,observed=2 | Observed: [WBPhenotype:0001183] fat content reduced: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=1,primary=1,specific=1,observed=1	C44F1.5	C44F1.5
WBGene00000071	acy-4			T01C2.1	T01C2.1
WBGene00000072	add-1	WBPhenotype:0000744	Observed: [WBPhenotype:0000744] transgene induced cosuppression variant: experiments=1,primary=1,specific=1,observed=1	F39C12.2a	F39C12.2
WBGene00000072	add-1	WBPhenotype:0000744	Observed: [WBPhenotype:0000744] transgene induced cosuppression variant: experiments=1,primary=1,specific=1,observed=1	F39C12.2b	F39C12.2
WBGene00000072	add-1	WBPhenotype:0000744	Observed: [WBPhenotype:0000744] transgene induced cosuppression variant: experiments=1,primary=1,specific=1,observed=1	F39C12.2c	F39C12.2
WBGene00000072	add-1	WBPhenotype:0000744	Observed: [WBPhenotype:0000744] transgene induced cosuppression variant: experiments=1,primary=1,specific=1,observed=1	F39C12.2d	F39C12.2
WBGene00000072	add-1	WBPhenotype:0000744	Observed: [WBPhenotype:0000744] transgene induced cosuppression variant: experiments=1,primary=1,specific=1,observed=1	F39C12.2e	F39C12.2
WBGene00000073	add-2			F57F5.4a	F57F5.4
WBGene00000073	add-2			F57F5.4b	F57F5.4
WBGene00000074	adm-2			C04A11.4	C04A11.4
WBGene00000075	adm-4	WBPhenotype:0000031 | WBPhenotype:0000032 | WBPhenotype:0000216 | WBPhenotype:0000689 | WBPhenotype:0001586	Not Observed: [WBPhenotype:0000031] GRO slow growth: experiments=2,primary=2,specific=2,observed=1 | Observed: [WBPhenotype:0000032] SCK sick: experiments=1,primary=1,specific=1,observed=1 | Not Observed: [WBPhenotype:0000216] cell fate specification variant: experiments=2,primary=2,specific=2,observed=1 | Not Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=4,primary=4,specific=4,observed=1 | Observed: [WBPhenotype:0001586] multiple anchor cells: experiments=1,primary=1,specific=1,observed=1	ZK154.7	ZK154.7
WBGene00000076	adn-1				
WBGene00000077	adn-2				
WBGene00000078	adp-1				
WBGene00000079	adr-1	WBPhenotype:0000059 | WBPhenotype:0000154 | WBPhenotype:0000638	Not Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=2,specific=1,observed=1 | Observed: [WBPhenotype:0000154] reduced brood size: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000638] MLT molt defect: experiments=1,primary=1,specific=1,observed=1	H15N14.1c	H15N14.1
WBGene00000079	adr-1	WBPhenotype:0000059 | WBPhenotype:0000154 | WBPhenotype:0000638	Not Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=2,specific=1,observed=1 | Observed: [WBPhenotype:0000154] reduced brood size: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000638] MLT molt defect: experiments=1,primary=1,specific=1,observed=1	H15N14.1d	H15N14.1
